"siteId","siteLabel","microsite","depth","rep","percentRPC"
27,"PUT 10W","smooth","0-5cm",1,0.694149631565845
27,"PUT 10W","smooth","0-5cm",2,0.922212586686915
27,"PUT 10W","smooth","0-5cm",3,0.913920265113974
27,"PUT 10W","smooth","6-15cm",1,0.414977448466566
27,"PUT 10W","smooth","6-15cm",2,0.339759190679028
27,"PUT 10W","smooth","6-15cm",3,0.490259876574307
27,"PUT 10W","rough","0-5cm",1,0.356331589089089
27,"PUT 10W","rough","0-5cm",2,0.487287785857573
27,"PUT 10W","rough","0-5cm",3,0.37820020509019
27,"PUT 10W","rough","6-15cm",1,0.305658497008973
27,"PUT 10W","rough","6-15cm",2,0.320067778891953
27,"PUT 10W","rough","6-15cm",3,0.319100317897372
28,"WOM30P","open","0-5cm",1,0.776843286210318
28,"WOM30P","open","0-5cm",2,0.533418821904044
28,"WOM30P","open","0-5cm",3,0.654564259811227
28,"WOM30P","open","6-15cm",1,1.1340476882662
28,"WOM30P","open","6-15cm",2,0.761707748177934
28,"WOM30P","open","6-15cm",3,1.03965942993471
28,"WOM30P","smooth","0-5cm",1,0.540340848866499
28,"WOM30P","smooth","0-5cm",2,0.638227892634207
28,"WOM30P","smooth","0-5cm",3,0.47217102933738
28,"WOM30P","smooth","6-15cm",1,0.29847807328016
28,"WOM30P","smooth","6-15cm",2,0.406460622009569
28,"WOM30P","smooth","6-15cm",3,0.34066994555803
28,"WOM30P","rough","0-5cm",1,0.696174654228856
28,"WOM30P","rough","0-5cm",2,0.590804624003984
28,"WOM30P","rough","0-5cm",3,0.633909558859975
28,"WOM30P","rough","6-15cm",1,0.303256875314228
28,"WOM30P","rough","6-15cm",2,0.240854090683845
28,"WOM30P","rough","6-15cm",3,0.252568540473225
29,"GN>30W","open","0-5cm",1,0.802929927932406
29,"GN>30W","open","0-5cm",2,0.583409848860258
29,"GN>30W","open","0-5cm",3,0.658478988625124
29,"GN>30W","open","6-15cm",1,0.359791298571071
29,"GN>30W","open","6-15cm",2,0.286999086307264
29,"GN>30W","open","6-15cm",3,0.306703009270859
29,"GN>30W","smooth","0-5cm",1,0.669543410852713
29,"GN>30W","smooth","0-5cm",2,0.674400109561753
29,"GN>30W","smooth","0-5cm",3,0.830254696477642
29,"GN>30W","smooth","6-15cm",1,0.471871930308348
29,"GN>30W","smooth","6-15cm",2,0.622988430638723
29,"GN>30W","smooth","6-15cm",3,0.437571607717042
29,"GN>30W","rough","0-5cm",1,1.97497271601882
29,"GN>30W","rough","0-5cm",2,2.05589035448686
29,"GN>30W","rough","0-5cm",3,1.60417146823412
29,"GN>30W","rough","6-15cm",1,0.542591494167287
29,"GN>30W","rough","6-15cm",2,0.809178177240685
29,"GN>30W","rough","6-15cm",3,0.756009486921529
30,"GRD<10W","open","0-5cm",1,0.912643303886926
30,"GRD<10W","open","0-5cm",2,0.725963844422211
30,"GRD<10W","open","0-5cm",3,0.8761027561037
30,"GRD<10W","open","6-15cm",1,0.5988470825
30,"GRD<10W","open","6-15cm",2,0.481646233602422
30,"GRD<10W","open","6-15cm",3,0.718768670822943
30,"GRD<10W","rough","0-5cm",1,0.551178154345654
30,"GRD<10W","rough","0-5cm",2,0.375973772829622
30,"GRD<10W","rough","0-5cm",3,0.408508486135398
30,"GRD<10W","rough","6-15cm",1,0.263262141787319
30,"GRD<10W","rough","6-15cm",2,0.217497038137692
30,"GRD<10W","rough","6-15cm",3,0.262557496292635
31,"BUN U2","open","0-5cm",1,0.270431570144783
31,"BUN U2","open","0-5cm",2,0.22322379241517
31,"BUN U2","open","0-5cm",3,0.226178849513352
31,"BUN U2","open","6-15cm",1,0.149861602002503
31,"BUN U2","open","6-15cm",2,0.103778750311798
31,"BUN U2","open","6-15cm",3,0.173682325406758
31,"BUN U2","rough","0-5cm",1,0.460455955644156
31,"BUN U2","rough","0-5cm",2,0.447477324398114
31,"BUN U2","rough","0-5cm",3,0.301348321277126
31,"BUN U2","rough","6-15cm",1,0.120568729130326
31,"BUN U2","rough","6-15cm",2,0.129662741975616
31,"BUN U2","rough","6-15cm",3,0.165053932865731
32,"WOM 10P","open","0-5cm",1,0.675900234413965
32,"WOM 10P","open","0-5cm",2,0.621555903225807
32,"WOM 10P","open","0-5cm",3,0.802717458343696
32,"WOM 10P","open","6-15cm",1,0.342760191780822
32,"WOM 10P","open","6-15cm",2,0.50276126528575
32,"WOM 10P","open","6-15cm",3,0.743134770388959
32,"WOM 10P","rough","0-5cm",1,0.415960153575025
32,"WOM 10P","rough","0-5cm",2,0.259966957725214
32,"WOM 10P","rough","0-5cm",3,0.203111972041937
32,"WOM 10P","rough","6-15cm",1,0.160262303612023
32,"WOM 10P","rough","6-15cm",2,0.240148925395257
32,"WOM 10P","rough","6-15cm",3,0.260840848589807
33,"GRD>30P","open","0-5cm",1,0.436437920277296
33,"GRD>30P","open","0-5cm",2,0.488490125565043
33,"GRD>30P","open","0-5cm",3,0.384832087087087
33,"GRD>30P","open","6-15cm",1,0.347279605824755
33,"GRD>30P","open","6-15cm",2,0.261435598301274
33,"GRD>30P","open","6-15cm",3,0.271526763819095
33,"GRD>30P","rough","0-5cm",1,0.569718210368893
33,"GRD>30P","rough","0-5cm",2,0.720559646414343
33,"GRD>30P","rough","0-5cm",3,0.570012267657993
33,"GRD>30P","rough","6-15cm",1,0.288328846058809
33,"GRD>30P","rough","6-15cm",2,0.215695051954478
33,"GRD>30P","rough","6-15cm",3,0.257342118707739
