"siteId","siteLabel","microsite","depth","rep","percentC","percentN"
20,"FAL 5PB","rough","6-15cm",1,4.25794507526882,0.0858874193548387
20,"FAL 5PB","rough","6-15cm",2,4.2483415953132,0.0878944569625958
20,"FAL 5PB","rough","6-15cm",3,4.23324455241616,0.0842875627145498
21,"RO20W1","open","0-5cm",1,4.83766684503902,0.155064548494983
21,"RO20W1","open","0-5cm",2,4.07540590735695,0.13118174386921
21,"RO20W1","open","0-5cm",3,4.95410153499888,0.162904118838623
21,"RO20W1","open","6-15cm",1,3.90920460096276,0.113035165948822
21,"RO20W1","open","6-15cm",2,3.6853855666004,0.106109642147117
21,"RO20W1","open","6-15cm",3,3.88745178669599,0.113800439802089
21,"RO20W1","smooth","0-5cm",1,6.78065775406775,0.190653080821552
21,"RO20W1","smooth","0-5cm",2,7.42455978858351,0.213167758985201
21,"RO20W1","smooth","0-5cm",3,6.43970525523406,0.180948059280169
21,"RO20W1","smooth","6-15cm",1,6.33440189740761,0.144239106453392
21,"RO20W1","smooth","6-15cm",2,6.38540020522844,0.142200293183484
21,"RO20W1","smooth","6-15cm",3,6.11401493857494,0.135803734643735
21,"RO20W1","rough","0-5cm",1,8.14005564543473,0.250096246064422
21,"RO20W1","rough","0-5cm",2,9.06127573691791,0.27243398943831
21,"RO20W1","rough","0-5cm",3,8.08197892443839,0.24384547311096
21,"RO20W1","rough","6-15cm",1,4.6014627909426,0.152711374407583
21,"RO20W1","rough","6-15cm",2,4.93723693744164,0.162228151260504
21,"RO20W1","rough","6-15cm",3,5.37684365524403,0.177289408099688
22,"GreyPt2","open","0-5cm",1,2.45530055969191,0.0693242618741977
22,"GreyPt2","open","0-5cm",2,2.57426769556025,0.0718937632135307
22,"GreyPt2","open","0-5cm",3,2.21547837187789,0.0644396392229417
22,"GreyPt2","open","6-15cm",1,0.965151448275862,0.0347067586206897
22,"GreyPt2","open","6-15cm",2,1.04492857538036,0.036938755186722
22,"GreyPt2","open","6-15cm",3,0.994421520724678,0.0363765028822399
22,"GreyPt2","smooth","0-5cm",1,3.8415505516872,0.0889210498125335
22,"GreyPt2","smooth","0-5cm",2,3.90695601108033,0.0941154570637119
22,"GreyPt2","smooth","0-5cm",3,3.88981068669528,0.0972414163090129
22,"GreyPt2","smooth","6-15cm",1,1.34807116730639,0.0359795890720253
22,"GreyPt2","smooth","6-15cm",2,1.81718770695583,0.0358780216873843
22,"GreyPt2","smooth","6-15cm",3,1.02877473684211,0.028644230294045
22,"GreyPt2","rough","0-5cm",1,4.33880634107286,0.11388364024553
22,"GreyPt2","rough","0-5cm",2,4.35893281402142,0.115693281402142
22,"GreyPt2","rough","0-5cm",3,5.29893782068966,0.137358013793103
22,"GreyPt2","rough","6-15cm",1,1.23461141945774,0.0412764486975013
22,"GreyPt2","rough","6-15cm",2,1.23830879464286,0.0403261160714286
22,"GreyPt2","rough","6-15cm",3,1.189312,0.0414843347050755
23,"WOM30W","open","0-5cm",1,7.99755510603589,0.102537248504622
23,"WOM30W","open","0-5cm",2,6.29517449738089,0.0856860064854078
23,"WOM30W","open","0-5cm",3,6.93248229517241,0.0922572137931035
23,"WOM30W","open","6-15cm",1,2.53965593861893,0.0416899232736573
23,"WOM30W","open","6-15cm",2,2.88901394285714,0.0482761360544218
23,"WOM30W","open","6-15cm",3,2.38943214234875,0.0400354922894425
23,"WOM30W","smooth","0-5cm",1,4.25871199170125,0.0975602697095436
23,"WOM30W","smooth","0-5cm",2,5.08544796019901,0.120800884466556
23,"WOM30W","smooth","0-5cm",3,4.42033288833124,0.100139523212045
23,"WOM30W","smooth","6-15cm",1,2.00171875749319,0.0493944414168937
23,"WOM30W","smooth","6-15cm",2,2.02059536643026,0.0509076963488311
23,"WOM30W","smooth","6-15cm",3,2.16557032258065,0.0540298647242456
23,"WOM30W","rough","0-5cm",1,4.54064147625509,0.11302328358209
23,"WOM30W","rough","0-5cm",2,5.24696339985912,0.107963559521014
23,"WOM30W","rough","0-5cm",3,4.70936501398993,0.100701175153889
23,"WOM30W","rough","6-15cm",1,2.02241083503055,0.0463893075356416
23,"WOM30W","rough","6-15cm",2,2.16367665893271,0.0481864398040732
23,"WOM30W","rough","6-15cm",3,1.91501035598705,0.0451435814455232
24,"Ing15p","open","0-5cm",1,2.87886964059197,0.0656742071881607
24,"Ing15p","open","0-5cm",2,2.77558071693449,0.0636046477132262
24,"Ing15p","open","0-5cm",3,3.06962936555891,0.0647736153071501
24,"Ing15p","open","6-15cm",1,2.10859213296399,0.0522493074792244
24,"Ing15p","open","6-15cm",2,2.13157298984394,0.0512140698538519
24,"Ing15p","open","6-15cm",3,1.95217585086551,0.0470251930758988
24,"Ing15p","smooth","0-5cm",1,3.64572589951378,0.0824702323068612
24,"Ing15p","smooth","0-5cm",2,3.18821832943013,0.0696645329169919
24,"Ing15p","smooth","0-5cm",3,3.66494779048126,0.0825644243552247
24,"Ing15p","smooth","6-15cm",1,3.43324276930767,0.0819433141714571
24,"Ing15p","smooth","6-15cm",2,2.74717123948402,0.0724703309029725
24,"Ing15p","smooth","6-15cm",3,2.81435641121495,0.0708694392523364
24,"Ing15p","rough","0-5cm",1,4.11031811741392,0.07756621253406
24,"Ing15p","rough","0-5cm",2,4.44567846645367,0.0772820021299255
24,"Ing15p","rough","0-5cm",3,4.11573632927776,0.0723577530416775
24,"Ing15p","rough","6-15cm",1,2.65046043447793,0.0505142723662696
24,"Ing15p","rough","6-15cm",2,2.8153799188092,0.052648552097429
24,"Ing15p","rough","6-15cm",3,2.84862246575342,0.055786301369863
25,"WOM 20P","open","0-5cm",1,2.21238554669169,0.0528460816518067
25,"WOM 20P","open","0-5cm",2,1.96894054054054,0.0476395675675676
25,"WOM 20P","open","0-5cm",3,2.23460325074331,0.0548999008919723
25,"WOM 20P","open","6-15cm",1,2.23827000791348,0.0531604326035347
25,"WOM 20P","open","6-15cm",2,1.00848332502078,0.0274053754502632
25,"WOM 20P","open","6-15cm",3,1.27799713103448,0.0351450114942529
25,"WOM 20P","smooth","0-5cm",1,6.06640380862597,0.111741597925996
25,"WOM 20P","smooth","0-5cm",2,4.91449183702645,0.0913251370026209
25,"WOM 20P","smooth","0-5cm",3,6.62495638418079,0.124633306429917
25,"WOM 20P","smooth","6-15cm",1,3.36814997321907,0.0492747723620782
25,"WOM 20P","smooth","6-15cm",2,3.66019559772296,0.0544874762808349
25,"WOM 20P","smooth","6-15cm",3,3.38235673582296,0.0514148455509451
25,"WOM 20P","rough","0-5cm",1,3.12664242539986,0.0687453807591311
25,"WOM 20P","rough","0-5cm",2,2.9006601183432,0.0604206114398422
25,"WOM 20P","rough","0-5cm",3,3.03685291248207,0.0685359158297465
25,"WOM 20P","rough","6-15cm",1,1.69619177366703,0.0347727965179543
25,"WOM 20P","rough","6-15cm",2,1.6455813592233,0.0358950531668978
25,"WOM 20P","rough","6-15cm",3,1.52071567419576,0.033046315309149
26,"Bun<15P","open","0-5cm",1,3.54715341871921,0.094432512315271
26,"Bun<15P","open","0-5cm",2,3.5638476446281,0.094083367768595
26,"Bun<15P","open","0-5cm",3,3.3972965727342,0.0906277735465855
26,"Bun<15P","open","6-15cm",1,2.21176139005114,0.0813144583914458
26,"Bun<15P","open","6-15cm",2,2.06953074455058,0.0747334802841048
26,"Bun<15P","open","6-15cm",3,1.96641792896175,0.0740439344262295
26,"Bun<15P","smooth","0-5cm",1,5.20150249638902,0.12339027443428
26,"Bun<15P","smooth","0-5cm",2,4.57716747834017,0.106310715914273
26,"Bun<15P","smooth","0-5cm",3,5.80710642602495,0.142506506238859
26,"Bun<15P","smooth","6-15cm",1,1.64733474816502,0.044170184763351
26,"Bun<15P","smooth","6-15cm",2,1.89333434931507,0.0514486828240253
26,"Bun<15P","smooth","6-15cm",3,1.73961946534121,0.0484793121977431
26,"Bun<15P","rough","0-5cm",1,6.97555184800897,0.161558160403814
26,"Bun<15P","rough","0-5cm",2,5.3316725706534,0.122287135428442
26,"Bun<15P","rough","0-5cm",3,5.83569063063063,0.13352644409115
26,"Bun<15P","rough","6-15cm",1,1.89448151341495,0.0565475384214639
26,"Bun<15P","rough","6-15cm",2,1.91735050277979,0.064123277737491
26,"Bun<15P","rough","6-15cm",3,2.23475912796443,0.0620855731225296
27,"PUT 10W","open","0-5cm",1,1.36108938083538,0.0470723341523341
27,"PUT 10W","open","0-5cm",2,1.37387269905533,0.0449079622132254
27,"PUT 10W","open","0-5cm",3,1.61240083531652,0.0529288910042837
27,"PUT 10W","open","6-15cm",1,1.31184628014616,0.0439806090133983
27,"PUT 10W","open","6-15cm",2,1.22426924669494,0.041853230231978
27,"PUT 10W","open","6-15cm",3,1.29437704322904,0.0424718414139002
27,"PUT 10W","smooth","0-5cm",1,4.22743138745905,0.0838673841834347
27,"PUT 10W","smooth","0-5cm",2,3.13364364199123,0.0632960536497292
27,"PUT 10W","smooth","0-5cm",3,3.65336201880387,0.0713527291721076
27,"PUT 10W","smooth","6-15cm",1,1.57597543234488,0.0390094193869923
27,"PUT 10W","smooth","6-15cm",2,1.78890020050761,0.0424587817258883
27,"PUT 10W","smooth","6-15cm",3,1.70906093600226,0.042577614885819
27,"PUT 10W","rough","0-5cm",1,3.18101111111111,0.0742438438438438
27,"PUT 10W","rough","0-5cm",2,2.70417831124968,0.0634956612107041
27,"PUT 10W","rough","0-5cm",3,2.85756995291656,0.0663961286947424
27,"PUT 10W","rough","6-15cm",1,1.65950863742964,0.0374430581613509
27,"PUT 10W","rough","6-15cm",2,1.73772201043794,0.0391897435897436
27,"PUT 10W","rough","6-15cm",3,1.67167854690807,0.0382953209499177
28,"WOM30P","open","0-5cm",1,3.09824437068508,0.0833968135953266
28,"WOM30P","open","0-5cm",2,3.28414919425511,0.0873541382667965
28,"WOM30P","open","0-5cm",3,3.30019763845938,0.0864058476244026
28,"WOM30P","open","6-15cm",1,2.38416007072136,0.0476924469589816
28,"WOM30P","open","6-15cm",2,2.30510681807806,0.0486350148367953
28,"WOM30P","open","6-15cm",3,2.33684367790093,0.0467869712734675
28,"WOM30P","smooth","0-5cm",1,2.863800832,0.0622184228571429
28,"WOM30P","smooth","0-5cm",2,3.51478416905818,0.0803936342290634
28,"WOM30P","smooth","0-5cm",3,2.6572734235589,0.0618809022556391
28,"WOM30P","smooth","6-15cm",1,2.1208569226638,0.046296455424275
28,"WOM30P","smooth","6-15cm",2,1.92269701206005,0.0405309377307408
28,"WOM30P","smooth","6-15cm",3,1.92856502935863,0.0417474254742547
28,"WOM30P","rough","0-5cm",1,3.57767470779221,0.0807300556586271
28,"WOM30P","rough","0-5cm",2,4.16738735143557,0.0885837525038949
28,"WOM30P","rough","0-5cm",3,3.59297128952123,0.0785471544715447
28,"WOM30P","rough","6-15cm",1,1.91887603011292,0.0564913425345044
28,"WOM30P","rough","6-15cm",2,2.15716925508454,0.064781769174222
28,"WOM30P","rough","6-15cm",3,2.00007394143063,0.0604957273163706
29,"GN>30W","open","0-5cm",1,2.78907779707495,0.07427239488117
29,"GN>30W","open","0-5cm",2,2.35544399667142,0.0591565382786495
29,"GN>30W","open","0-5cm",3,2.81045345372461,0.0730044243792325
29,"GN>30W","open","6-15cm",1,1.46798350663966,0.0415386900742741
29,"GN>30W","open","6-15cm",2,1.40647528416601,0.0361793285752049
29,"GN>30W","open","6-15cm",3,1.5386951751269,0.0396047715736041
29,"GN>30W","smooth","0-5cm",1,4.88599190585534,0.124842066590126
29,"GN>30W","smooth","0-5cm",2,5.85837313396057,0.147815860215054
29,"GN>30W","smooth","0-5cm",3,5.19202175862879,0.135435360413243
29,"GN>30W","smooth","6-15cm",1,3.14570262732032,0.0808602570204665
29,"GN>30W","smooth","6-15cm",2,3.4622681938911,0.090325630810093
29,"GN>30W","smooth","6-15cm",3,3.2173112530579,0.0778369122044034
29,"GN>30W","rough","0-5cm",1,5.58184772602054,0.121299974956173
29,"GN>30W","rough","0-5cm",2,6.45106278217822,0.133209207920792
29,"GN>30W","rough","0-5cm",3,5.8479349088729,0.126985803357314
29,"GN>30W","rough","6-15cm",1,3.44142090377588,0.0856445797807552
29,"GN>30W","rough","6-15cm",2,2.93981068006544,0.0698330684739425
29,"GN>30W","rough","6-15cm",3,3.07020558248825,0.0762534504081128
30,"GRD<10W","open","0-5cm",1,4.14015114727421,0.0729347708163819
30,"GRD<10W","open","0-5cm",2,4.48956508605189,0.0785694323144105
30,"GRD<10W","open","0-5cm",3,4.54783289345314,0.0784209499358151
30,"GRD<10W","open","6-15cm",1,3.8651226530062,0.0670511997843084
30,"GRD<10W","open","6-15cm",2,4.26708841409692,0.0739407359419539
30,"GRD<10W","open","6-15cm",3,4.3522592434131,0.0784151800821852
30,"GRD<10W","rough","0-5cm",1,3.55479040335254,0.0675915662650602
30,"GRD<10W","rough","0-5cm",2,3.84849782774714,0.0753396690708528
30,"GRD<10W","rough","0-5cm",3,2.82341372013652,0.0556030944254835
30,"GRD<10W","rough","6-15cm",1,2.09526850877193,0.0611150626566416
30,"GRD<10W","rough","6-15cm",2,2.31242576912141,0.0595439294853568
30,"GRD<10W","rough","6-15cm",3,1.91880542832909,0.0503354820469324
31,"BUN U2","open","0-5cm",1,2.18278265251397,0.0632448491620112
31,"BUN U2","open","0-5cm",2,2.56757081313947,0.0747861335487345
31,"BUN U2","open","0-5cm",3,1.8624616508344,0.0543060333761232
31,"BUN U2","open","6-15cm",1,1.12299591636197,0.0415269881170018
31,"BUN U2","open","6-15cm",2,1.11212925656792,0.0406060089435439
31,"BUN U2","open","6-15cm",3,1.15931493653032,0.0430632722143865
31,"BUN U2","rough","0-5cm",1,4.48664440824637,0.118533010944261
31,"BUN U2","rough","0-5cm",2,4.46486128091643,0.116039885446498
31,"BUN U2","rough","0-5cm",3,4.03957648769575,0.108041933880189
31,"BUN U2","rough","6-15cm",1,1.13585507254164,0.0382994357872112
31,"BUN U2","rough","6-15cm",2,1.18296524488209,0.0384678154962425
31,"BUN U2","rough","6-15cm",3,1.18946992232004,0.038437933713102
32,"WOM 10P","open","0-5cm",1,3.12992459112413,0.0684783509799504
32,"WOM 10P","open","0-5cm",2,2.48205339019767,0.0571624153804495
32,"WOM 10P","open","0-5cm",3,2.95352225376884,0.0683327135678392
32,"WOM 10P","open","6-15cm",1,1.71023829997645,0.0425404049917589
32,"WOM 10P","open","6-15cm",2,1.86100183933934,0.0456077577577578
32,"WOM 10P","open","6-15cm",3,1.39426122530633,0.0363574893723431
32,"WOM 10P","rough","0-5cm",1,1.51091694860567,0.0432643927172159
32,"WOM 10P","rough","0-5cm",2,1.95273652563743,0.0525395348837209
32,"WOM 10P","rough","0-5cm",3,2.07615041551247,0.0553615462100227
32,"WOM 10P","rough","6-15cm",1,1.41286896036916,0.0332922909880565
32,"WOM 10P","rough","6-15cm",2,1.73168325517585,0.0392873783986031
32,"WOM 10P","rough","6-15cm",3,1.34433299639918,0.0311933899176955
33,"GRD>30P","open","0-5cm",1,3.21380935190005,0.0741034617386778
33,"GRD>30P","open","0-5cm",2,3.24627165276725,0.076180995703816
33,"GRD>30P","open","0-5cm",3,3.20683600377003,0.0735600377002828
33,"GRD>30P","open","6-15cm",1,1.51364562362637,0.0353147252747253
33,"GRD>30P","open","6-15cm",2,2.20062204422489,0.0501792754645966
33,"GRD>30P","open","6-15cm",3,1.92167578261899,0.0449515036703765
33,"GRD>30P","rough","0-5cm",1,4.73720615125615,0.104066070966071
33,"GRD>30P","rough","0-5cm",2,4.92135979851538,0.106493584305408
33,"GRD>30P","rough","0-5cm",3,4.07290916492207,0.088687043498488
33,"GRD>30P","rough","6-15cm",1,1.70587640419308,0.0377805704534373
33,"GRD>30P","rough","6-15cm",2,1.757608775369,0.0377087638376384
33,"GRD>30P","rough","6-15cm",3,2.15703792462706,0.0475312221931432
